resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,year,round,circuitId,date,dob,nationality,name,country,driver_age,finished,points_scored
2959,159,50,21,19.0,14,7,7,7,0.0,70,,,,,,,11,2000,2,18,2000-03-26,1972-03-04,Dutch,Arrows,Brazil,28.060232717316907,1,0.0
2960,159,37,21,18.0,16,8,8,8,0.0,70,,,,,,,11,2000,2,18,2000-03-26,1971-02-24,Spanish,Arrows,Brazil,29.084188911704313,1,0.0
2961,159,41,16,23.0,8,9,9,9,0.0,69,,,,,,,12,2000,2,18,2000-03-26,1976-03-23,Brazilian,BAR,Brazil,24.008213552361397,1,0.0
2962,159,60,18,21.0,20,10,10,10,0.0,69,,,,,,,12,2000,2,18,2000-03-26,1975-05-08,Argentine,Minardi,Brazil,24.88432580424367,1,0.0
2963,159,14,1,2.0,2,,D,11,0.0,71,,,,,,,2,2000,2,18,2000-03-26,1971-03-27,British,McLaren,Brazil,28.999315537303218,0,0.0
2964,159,65,19,8.0,17,,R,12,0.0,51,,,,,,,6,2000,2,18,2000-03-26,1964-06-25,British,Jaguar,Brazil,35.75085557837098,0,0.0
2965,159,48,18,20.0,18,,R,13,0.0,31,,,,,,,5,2000,2,18,2000-03-26,1974-03-29,Spanish,Minardi,Brazil,25.99315537303217,0,0.0
2966,159,57,1,1.0,1,,R,14,0.0,30,,,,,,,51,2000,2,18,2000-03-26,1968-09-28,Finnish,McLaren,Brazil,31.49075975359343,0,0.0
2967,159,22,6,4.0,4,,R,15,0.0,27,,,,,,,9,2000,2,18,2000-03-26,1972-05-23,Brazilian,Ferrari,Brazil,27.84120465434634,0,0.0
2968,159,56,19,7.0,6,,R,16,0.0,20,,,,,,,20,2000,2,18,2000-03-26,1965-11-10,British,Jaguar,Brazil,34.37371663244353,0,0.0
2969,159,35,16,22.0,10,,R,17,0.0,16,,,,,,,6,2000,2,18,2000-03-26,1971-04-09,Canadian,BAR,Brazil,28.9637234770705,0,0.0
2970,159,55,20,14.0,15,,R,18,0.0,11,,,,,,,10,2000,2,18,2000-03-26,1964-06-11,French,Prost,Brazil,35.78918548939083,0,0.0
2971,159,2,20,15.0,19,,R,19,0.0,9,,,,,,,5,2000,2,18,2000-03-26,1977-05-10,German,Prost,Brazil,22.87748117727584,0,0.0
2972,159,25,22,12.0,13,,R,20,0.0,6,,,,,,,5,2000,2,18,2000-03-26,1974-02-15,Austrian,Benetton,Brazil,26.10814510609172,0,0.0
2973,159,64,15,16.0,0,,W,21,0.0,0,,,,,,,89,2000,2,18,2000-03-26,1970-05-22,Brazilian,Sauber,Brazil,29.845311430527037,0,0.0
2974,159,63,15,17.0,0,,W,22,0.0,0,,,,,,,89,2000,2,18,2000-03-26,1966-11-30,Finnish,Sauber,Brazil,33.319644079397676,0,0.0
2975,160,30,6,3.0,2,1,1,1,10.0,62,1:31:39.776,5499776.0,,,,,1,2000,3,21,2000-04-09,1969-01-03,German,Ferrari,Italy,31.263518138261464,1,10.0
2976,160,57,1,1.0,1,2,2,2,6.0,62,+1.168,5500944.0,,,,,1,2000,3,21,2000-04-09,1968-09-28,Finnish,McLaren,Italy,31.529089664613277,1,6.0
2977,160,14,1,2.0,3,3,3,3,4.0,62,+51.008,5550784.0,,,,,1,2000,3,21,2000-04-09,1971-03-27,British,McLaren,Italy,29.037645448323065,1,4.0
2978,160,22,6,4.0,4,4,4,4,3.0,62,+1:29.276,5589052.0,,,,,1,2000,3,21,2000-04-09,1972-05-23,Brazilian,Ferrari,Italy,27.87953456536619,1,3.0
2979,160,35,16,22.0,9,5,5,5,2.0,61,,,,,,,11,2000,3,21,2000-04-09,1971-04-09,Canadian,BAR,Italy,29.00205338809035,1,2.0
2980,160,63,15,17.0,12,6,6,6,1.0,61,,,,,,,11,2000,3,21,2000-04-09,1966-11-30,Finnish,Sauber,Italy,33.35797399041752,1,1.0
2981,160,56,19,7.0,7,7,7,7,0.0,61,,,,,,,11,2000,3,21,2000-04-09,1965-11-10,British,Jaguar,Italy,34.41204654346338,1,0.0
2982,160,64,15,16.0,10,8,8,8,0.0,61,,,,,,,11,2000,3,21,2000-04-09,1970-05-22,Brazilian,Sauber,Italy,29.883641341546884,1,0.0
2983,160,25,22,12.0,11,9,9,9,0.0,61,,,,,,,11,2000,3,21,2000-04-09,1974-02-15,Austrian,Benetton,Italy,26.146475017111566,1,0.0
2984,160,65,19,8.0,17,10,10,10,0.0,61,,,,,,,11,2000,3,21,2000-04-09,1964-06-25,British,Jaguar,Italy,35.78918548939083,1,0.0
2985,160,21,22,11.0,19,11,11,11,0.0,61,,,,,,,11,2000,3,21,2000-04-09,1973-01-14,Italian,Benetton,Italy,27.23340177960301,1,0.0
2986,160,41,16,23.0,14,12,12,12,0.0,61,,,,,,,11,2000,3,21,2000-04-09,1976-03-23,Brazilian,BAR,Italy,24.046543463381244,1,0.0
2987,160,60,18,21.0,20,13,13,13,0.0,60,,,,,,,12,2000,3,21,2000-04-09,1975-05-08,Argentine,Minardi,Italy,24.922655715263517,1,0.0
2988,160,50,21,19.0,16,14,14,14,0.0,59,,,,,,,13,2000,3,21,2000-04-09,1972-03-04,Dutch,Arrows,Italy,28.098562628336754,1,0.0
2989,160,15,17,6.0,8,15,15,15,0.0,58,,,,,,,6,2000,3,21,2000-04-09,1974-07-13,Italian,Jordan,Italy,25.741273100616016,1,0.0
2990,160,37,21,18.0,13,,R,16,0.0,49,,,,,,,20,2000,3,21,2000-04-09,1971-02-24,Spanish,Arrows,Italy,29.12251882272416,0,0.0
2991,160,23,3,9.0,5,,R,17,0.0,45,,,,,,,69,2000,3,21,2000-04-09,1975-06-30,German,Williams,Italy,24.777549623545518,0,0.0
2992,160,55,20,14.0,15,,R,18,0.0,25,,,,,,,9,2000,3,21,2000-04-09,1964-06-11,French,Prost,Italy,35.827515400410675,0,0.0
2993,160,2,20,15.0,22,,R,19,0.0,22,,,,,,,9,2000,3,21,2000-04-09,1977-05-10,German,Prost,Italy,22.915811088295687,0,0.0
2994,160,18,3,10.0,18,,R,20,0.0,5,,,,,,,5,2000,3,21,2000-04-09,1980-01-19,British,Williams,Italy,20.2217659137577,0,0.0
2995,160,48,18,20.0,21,,R,21,0.0,5,,,,,,,20,2000,3,21,2000-04-09,1974-03-29,Spanish,Minardi,Italy,26.031485284052017,0,0.0
2996,160,49,17,5.0,6,,R,22,0.0,4,,,,,,,6,2000,3,21,2000-04-09,1967-05-18,German,Jordan,Italy,32.8952772073922,0,0.0
2997,161,14,1,2.0,4,1,1,1,10.0,60,1:28:50.108,5330108.0,,,,,1,2000,4,9,2000-04-23,1971-03-27,British,McLaren,UK,29.075975359342916,1,10.0
2998,161,57,1,1.0,3,2,2,2,6.0,60,+1.477,5331585.0,,,,,1,2000,4,9,2000-04-23,1968-09-28,Finnish,McLaren,UK,31.567419575633128,1,6.0
2999,161,30,6,3.0,5,3,3,3,4.0,60,+19.917,5350025.0,,,,,1,2000,4,9,2000-04-23,1969-01-03,German,Ferrari,UK,31.301848049281315,1,4.0
3000,161,23,3,9.0,7,4,4,4,3.0,60,+41.312,5371420.0,,,,,1,2000,4,9,2000-04-23,1975-06-30,German,Williams,UK,24.815879534565365,1,3.0
3001,161,18,3,10.0,6,5,5,5,2.0,60,+57.759,5387867.0,,,,,1,2000,4,9,2000-04-23,1980-01-19,British,Williams,UK,20.26009582477755,1,2.0
3002,161,15,17,6.0,11,6,6,6,1.0,60,+1:19.273,5409381.0,,,,,1,2000,4,9,2000-04-23,1974-07-13,Italian,Jordan,UK,25.779603011635867,1,1.0
3003,161,21,22,11.0,12,7,7,7,0.0,59,,,,,,,11,2000,4,9,2000-04-23,1973-01-14,Italian,Benetton,UK,27.27173169062286,1,0.0
3004,161,63,15,17.0,18,8,8,8,0.0,59,,,,,,,11,2000,4,9,2000-04-23,1966-11-30,Finnish,Sauber,UK,33.39630390143737,1,0.0
3005,161,25,22,12.0,20,9,9,9,0.0,59,,,,,,,11,2000,4,9,2000-04-23,1974-02-15,Austrian,Benetton,UK,26.184804928131417,1,0.0
3006,161,55,20,14.0,15,10,10,10,0.0,59,,,,,,,11,2000,4,9,2000-04-23,1964-06-11,French,Prost,UK,35.865845311430526,1,0.0
3007,161,64,15,16.0,13,11,11,11,0.0,59,,,,,,,11,2000,4,9,2000-04-23,1970-05-22,Brazilian,Sauber,UK,29.921971252566735,1,0.0
3008,161,65,19,8.0,14,12,12,12,0.0,59,,,,,,,11,2000,4,9,2000-04-23,1964-06-25,British,Jaguar,UK,35.827515400410675,1,0.0
3009,161,56,19,7.0,9,13,13,13,0.0,59,,,,,,,11,2000,4,9,2000-04-23,1965-11-10,British,Jaguar,UK,34.450376454483234,1,0.0
3010,161,48,18,20.0,21,14,14,14,0.0,59,,,,,,,11,2000,4,9,2000-04-23,1974-03-29,Spanish,Minardi,UK,26.069815195071868,1,0.0
3011,161,60,18,21.0,22,15,15,15,0.0,59,,,,,,,11,2000,4,9,2000-04-23,1975-05-08,Argentine,Minardi,UK,24.960985626283367,1,0.0
3012,161,35,16,22.0,10,16,16,16,0.0,56,,,,,,,14,2000,4,9,2000-04-23,1971-04-09,Canadian,BAR,UK,29.0403832991102,1,0.0
3013,161,49,17,5.0,2,17,17,17,0.0,54,,,,,,,16,2000,4,9,2000-04-23,1967-05-18,German,Jordan,UK,32.93360711841205,1,0.0
3014,161,2,20,15.0,17,,R,18,0.0,51,,,,,,,5,2000,4,9,2000-04-23,1977-05-10,German,Prost,UK,22.954140999315538,0,0.0
3015,161,41,16,23.0,16,,R,19,0.0,36,,,,,,,20,2000,4,9,2000-04-23,1976-03-23,Brazilian,BAR,UK,24.084873374401095,0,0.0
3016,161,22,6,4.0,1,,R,20,0.0,35,,,,,,,9,2000,4,9,2000-04-23,1972-05-23,Brazilian,Ferrari,UK,27.917864476386036,0,0.0
3017,161,37,21,18.0,19,,R,21,0.0,26,,,,,,,10,2000,4,9,2000-04-23,1971-02-24,Spanish,Arrows,UK,29.16084873374401,0,0.0
3018,161,50,21,19.0,8,,R,22,0.0,20,,,,,,,10,2000,4,9,2000-04-23,1972-03-04,Dutch,Arrows,UK,28.136892539356605,0,0.0
3019,162,57,1,1.0,2,1,1,1,10.0,65,1:33:55.390,5635390.0,,,,,1,2000,5,4,2000-05-07,1968-09-28,Finnish,McLaren,Spain,31.60574948665298,1,10.0
3020,162,14,1,2.0,4,2,2,2,6.0,65,+16.066,5651456.0,,,,,1,2000,5,4,2000-05-07,1971-03-27,British,McLaren,Spain,29.114305270362767,1,6.0
3021,162,22,6,4.0,3,3,3,3,4.0,65,+29.112,5664502.0,,,,,1,2000,5,4,2000-05-07,1972-05-23,Brazilian,Ferrari,Spain,27.956194387405887,1,4.0
3022,162,23,3,9.0,5,4,4,4,3.0,65,+37.311,5672701.0,,,,,1,2000,5,4,2000-05-07,1975-06-30,German,Williams,Spain,24.854209445585216,1,3.0
3023,162,30,6,3.0,1,5,5,5,2.0,65,+47.983,5683373.0,,,,,1,2000,5,4,2000-05-07,1969-01-03,German,Ferrari,Spain,31.340177960301162,1,2.0
3024,162,49,17,5.0,8,6,6,6,1.0,65,+1:21.925,5717315.0,,,,,1,2000,5,4,2000-05-07,1967-05-18,German,Jordan,Spain,32.9719370294319,1,1.0
3025,162,63,15,17.0,12,7,7,7,0.0,64,,,,,,,11,2000,5,4,2000-05-07,1966-11-30,Finnish,Sauber,Spain,33.43463381245722,1,0.0
3026,162,41,16,23.0,16,8,8,8,0.0,64,,,,,,,11,2000,5,4,2000-05-07,1976-03-23,Brazilian,BAR,Spain,24.123203285420946,1,0.0
3027,162,21,22,11.0,13,9,9,9,0.0,64,,,,,,,11,2000,5,4,2000-05-07,1973-01-14,Italian,Benetton,Spain,27.310061601642712,1,0.0
3028,162,25,22,12.0,18,10,10,10,0.0,64,,,,,,,11,2000,5,4,2000-05-07,1974-02-15,Austrian,Benetton,Spain,26.223134839151268,1,0.0
3029,162,56,19,7.0,9,11,11,11,0.0,64,,,,,,,11,2000,5,4,2000-05-07,1965-11-10,British,Jaguar,Spain,34.48870636550308,1,0.0
3030,162,15,17,6.0,7,12,12,12,0.0,64,,,,,,,11,2000,5,4,2000-05-07,1974-07-13,Italian,Jordan,Spain,25.817932922655714,1,0.0
3031,162,65,19,8.0,14,13,13,13,0.0,64,,,,,,,11,2000,5,4,2000-05-07,1964-06-25,British,Jaguar,Spain,35.865845311430526,1,0.0
3032,162,48,18,20.0,20,14,14,14,0.0,63,,,,,,,12,2000,5,4,2000-05-07,1974-03-29,Spanish,Minardi,Spain,26.10814510609172,1,0.0
3033,162,60,18,21.0,21,15,15,15,0.0,63,,,,,,,12,2000,5,4,2000-05-07,1975-05-08,Argentine,Minardi,Spain,24.999315537303218,1,0.0
3034,162,2,20,15.0,19,16,16,16,0.0,62,,,,,,,13,2000,5,4,2000-05-07,1977-05-10,German,Prost,Spain,22.99247091033539,1,0.0
3035,162,18,3,10.0,10,17,17,17,0.0,61,,,,,,,5,2000,5,4,2000-05-07,1980-01-19,British,Williams,Spain,20.298425735797398,1,0.0
3036,162,50,21,19.0,11,,R,18,0.0,25,,,,,,,6,2000,5,4,2000-05-07,1972-03-04,Dutch,Arrows,Spain,28.175222450376456,0,0.0
3037,162,35,16,22.0,6,,R,19,0.0,21,,,,,,,9,2000,5,4,2000-05-07,1971-04-09,Canadian,BAR,Spain,29.078713210130047,0,0.0
3038,162,55,20,14.0,17,,R,20,0.0,1,,,,,,,4,2000,5,4,2000-05-07,1964-06-11,French,Prost,Spain,35.90417522245038,0,0.0
3039,162,37,21,18.0,22,,R,21,0.0,1,,,,,,,4,2000,5,4,2000-05-07,1971-02-24,Spanish,Arrows,Spain,29.19917864476386,0,0.0
3040,162,64,15,16.0,15,,R,22,0.0,0,,,,,,,20,2000,5,4,2000-05-07,1970-05-22,Brazilian,Sauber,Spain,29.960301163586585,0,0.0
3041,163,30,6,3.0,2,1,1,1,10.0,67,1:42:00.307,6120307.0,,,,,1,2000,6,20,2000-05-21,1969-01-03,German,Ferrari,Germany,31.378507871321013,1,10.0
3042,163,57,1,1.0,3,2,2,2,6.0,67,+13.822,6134129.0,,,,,1,2000,6,20,2000-05-21,1968-09-28,Finnish,McLaren,Germany,31.644079397672826,1,6.0
3043,163,14,1,2.0,1,3,3,3,4.0,66,,,,,,,11,2000,6,20,2000-05-21,1971-03-27,British,McLaren,Germany,29.152635181382614,1,4.0
3044,163,22,6,4.0,4,4,4,4,3.0,66,,,,,,,11,2000,6,20,2000-05-21,1972-05-23,Brazilian,Ferrari,Germany,27.994524298425734,1,3.0
3045,163,21,22,11.0,7,5,5,5,2.0,66,,,,,,,11,2000,6,20,2000-05-21,1973-01-14,Italian,Benetton,Germany,27.34839151266256,1,2.0
3046,163,37,21,18.0,12,6,6,6,1.0,66,,,,,,,11,2000,6,20,2000-05-21,1971-02-24,Spanish,Arrows,Germany,29.23750855578371,1,1.0
3047,163,64,15,16.0,15,7,7,7,0.0,65,,,,,,,12,2000,6,20,2000-05-21,1970-05-22,Brazilian,Sauber,Germany,29.998631074606433,1,0.0
3048,163,60,18,21.0,21,8,8,8,0.0,65,,,,,,,12,2000,6,20,2000-05-21,1975-05-08,Argentine,Minardi,Germany,25.037645448323065,1,0.0
3049,163,55,20,14.0,17,9,9,9,0.0,65,,,,,,,12,2000,6,20,2000-05-21,1964-06-11,French,Prost,Germany,35.94250513347023,1,0.0
3050,163,18,3,10.0,11,10,10,10,0.0,62,,,,,,,10,2000,6,20,2000-05-21,1980-01-19,British,Williams,Germany,20.33675564681725,1,0.0
3051,163,65,19,8.0,16,11,11,11,0.0,61,,,,,,,4,2000,6,20,2000-05-21,1964-06-25,British,Jaguar,Germany,35.90417522245038,1,0.0
3052,163,25,22,12.0,14,12,12,12,0.0,61,,,,,,,4,2000,6,20,2000-05-21,1974-02-15,Austrian,Benetton,Germany,26.261464750171115,1,0.0
3053,163,41,16,23.0,18,,R,13,0.0,51,,,,,,,20,2000,6,20,2000-05-21,1976-03-23,Brazilian,BAR,Germany,24.161533196440793,0,0.0
3054,163,48,18,20.0,20,,R,14,0.0,47,,,,,,,37,2000,6,20,2000-05-21,1974-03-29,Spanish,Minardi,Germany,26.146475017111566,0,0.0
3055,163,35,16,22.0,9,,R,15,0.0,46,,,,,,,5,2000,6,20,2000-05-21,1971-04-09,Canadian,BAR,Germany,29.117043121149898,0,0.0
3056,163,56,19,7.0,8,,R,16,0.0,29,,,,,,,4,2000,6,20,2000-05-21,1965-11-10,British,Jaguar,Germany,34.52703627652293,0,0.0
3057,163,50,21,19.0,13,,R,17,0.0,29,,,,,,,20,2000,6,20,2000-05-21,1972-03-04,Dutch,Arrows,Germany,28.213552361396303,0,0.0
3058,163,23,3,9.0,5,,R,18,0.0,29,,,,,,,4,2000,6,20,2000-05-21,1975-06-30,German,Williams,Germany,24.892539356605067,0,0.0
3059,163,63,15,17.0,19,,R,19,0.0,27,,,,,,,86,2000,6,20,2000-05-21,1966-11-30,Finnish,Sauber,Germany,33.47296372347707,0,0.0
3060,163,49,17,5.0,10,,R,20,0.0,2,,,,,,,5,2000,6,20,2000-05-21,1967-05-18,German,Jordan,Germany,33.01026694045174,0,0.0
3061,163,15,17,6.0,6,,R,21,0.0,0,,,,,,,4,2000,6,20,2000-05-21,1974-07-13,Italian,Jordan,Germany,25.856262833675565,0,0.0
3062,164,14,1,2.0,3,1,1,1,10.0,78,1:49:28.213,6568213.0,,,,,1,2000,7,6,2000-06-04,1971-03-27,British,McLaren,Monaco,29.190965092402465,1,10.0
3063,164,22,6,4.0,6,2,2,2,6.0,78,+15.889,6584102.0,,,,,1,2000,7,6,2000-06-04,1972-05-23,Brazilian,Ferrari,Monaco,28.032854209445585,1,6.0
3064,164,21,22,11.0,8,3,3,3,4.0,78,+18.522,6586735.0,,,,,1,2000,7,6,2000-06-04,1973-01-14,Italian,Benetton,Monaco,27.38672142368241,1,4.0
3065,164,56,19,7.0,10,4,4,4,3.0,78,+1:05.924,6634137.0,,,,,1,2000,7,6,2000-06-04,1965-11-10,British,Jaguar,Monaco,34.56536618754278,1,3.0
3066,164,63,15,17.0,13,5,5,5,2.0,78,+1:20.775,6648988.0,,,,,1,2000,7,6,2000-06-04,1966-11-30,Finnish,Sauber,Monaco,33.51129363449692,1,2.0
3067,164,57,1,1.0,5,6,6,6,1.0,77,,,,,,,11,2000,7,6,2000-06-04,1968-09-28,Finnish,McLaren,Monaco,31.682409308692677,1,1.0
3068,164,35,16,22.0,17,7,7,7,0.0,77,,,,,,,11,2000,7,6,2000-06-04,1971-04-09,Canadian,BAR,Monaco,29.155373032169745,1,0.0
3069,164,2,20,15.0,18,8,8,8,0.0,77,,,,,,,11,2000,7,6,2000-06-04,1977-05-10,German,Prost,Monaco,23.069130732375086,1,0.0
3070,164,65,19,8.0,11,9,9,9,0.0,76,,,,,,,12,2000,7,6,2000-06-04,1964-06-25,British,Jaguar,Monaco,35.94250513347023,1,0.0
3071,164,49,17,5.0,4,10,10,10,0.0,70,,,,,,,20,2000,7,6,2000-06-04,1967-05-18,German,Jordan,Monaco,33.04859685147159,1,0.0
3072,164,50,21,19.0,15,,R,11,0.0,60,,,,,,,20,2000,7,6,2000-06-04,1972-03-04,Dutch,Arrows,Monaco,28.251882272416154,0,0.0
3073,164,30,6,3.0,1,,R,12,0.0,55,,,,,,,22,2000,7,6,2000-06-04,1969-01-03,German,Ferrari,Monaco,31.416837782340863,0,0.0
3074,164,41,16,23.0,20,,R,13,0.0,48,,,,,,,20,2000,7,6,2000-06-04,1976-03-23,Brazilian,BAR,Monaco,24.199863107460644,0,0.0
3075,164,23,3,9.0,9,,R,14,0.0,37,,,,,,,20,2000,7,6,2000-06-04,1975-06-30,German,Williams,Monaco,24.930869267624914,0,0.0
3076,164,15,17,6.0,2,,R,15,0.0,36,,,,,,,6,2000,7,6,2000-06-04,1974-07-13,Italian,Jordan,Monaco,25.894592744695416,0,0.0
3077,164,64,15,16.0,19,,R,16,0.0,30,,,,,,,20,2000,7,6,2000-06-04,1970-05-22,Brazilian,Sauber,Monaco,30.036960985626283,0,0.0
3078,164,55,20,14.0,7,,R,17,0.0,29,,,,,,,7,2000,7,6,2000-06-04,1964-06-11,French,Prost,Monaco,35.98083504449008,0,0.0
3079,164,60,18,21.0,22,,R,18,0.0,22,,,,,,,20,2000,7,6,2000-06-04,1975-05-08,Argentine,Minardi,Monaco,25.075975359342916,0,0.0
3080,164,48,18,20.0,21,,R,19,0.0,21,,,,,,,6,2000,7,6,2000-06-04,1974-03-29,Spanish,Minardi,Monaco,26.184804928131417,0,0.0
3081,164,25,22,12.0,12,,R,20,0.0,18,,,,,,,20,2000,7,6,2000-06-04,1974-02-15,Austrian,Benetton,Monaco,26.299794661190965,0,0.0
3082,164,18,3,10.0,14,,R,21,0.0,16,,,,,,,5,2000,7,6,2000-06-04,1980-01-19,British,Williams,Monaco,20.3750855578371,0,0.0
3083,164,37,21,18.0,16,,R,22,0.0,0,,,,,,,90,2000,7,6,2000-06-04,1971-02-24,Spanish,Arrows,Monaco,29.27583846680356,0,0.0
3084,165,30,6,3.0,1,1,1,1,10.0,69,1:41:12.313,6072313.0,,,,,1,2000,8,7,2000-06-18,1969-01-03,German,Ferrari,Canada,31.45516769336071,1,10.0
3085,165,22,6,4.0,3,2,2,2,6.0,69,+0.174,6072487.0,,,,,1,2000,8,7,2000-06-18,1972-05-23,Brazilian,Ferrari,Canada,28.071184120465436,1,6.0
3086,165,21,22,11.0,10,3,3,3,4.0,69,+15.365,6087678.0,,,,,1,2000,8,7,2000-06-18,1973-01-14,Italian,Benetton,Canada,27.42505133470226,1,4.0
3087,165,57,1,1.0,4,4,4,4,3.0,69,+18.561,6090874.0,,,,,1,2000,8,7,2000-06-18,1968-09-28,Finnish,McLaren,Canada,31.720739219712527,1,3.0
3088,165,50,21,19.0,13,5,5,5,2.0,69,+52.208,6124521.0,,,,,1,2000,8,7,2000-06-18,1972-03-04,Dutch,Arrows,Canada,28.290212183436,1,2.0
3089,165,15,17,6.0,7,6,6,6,1.0,69,+1:01.687,6134000.0,,,,,1,2000,8,7,2000-06-18,1974-07-13,Italian,Jordan,Canada,25.932922655715263,1,1.0
3090,165,14,1,2.0,2,7,7,7,0.0,69,+1:02.216,6134529.0,,,,,1,2000,8,7,2000-06-18,1971-03-27,British,McLaren,Canada,29.229295003422312,1,0.0
3091,165,41,16,23.0,8,8,8,8,0.0,69,+1:10.455,6142768.0,,,,,1,2000,8,7,2000-06-18,1976-03-23,Brazilian,BAR,Canada,24.238193018480494,1,0.0
3092,165,25,22,12.0,14,9,9,9,0.0,69,+1:19.899,6152212.0,,,,,1,2000,8,7,2000-06-18,1974-02-15,Austrian,Benetton,Canada,26.338124572210816,1,0.0
3093,165,64,15,16.0,19,10,10,10,0.0,69,+1:54.544,6186857.0,,,,,1,2000,8,7,2000-06-18,1970-05-22,Brazilian,Sauber,Canada,30.075290896646134,1,0.0
3094,165,18,3,10.0,18,11,11,11,0.0,68,,,,,,,11,2000,8,7,2000-06-18,1980-01-19,British,Williams,Canada,20.413415468856947,1,0.0
3095,165,60,18,21.0,22,12,12,12,0.0,68,,,,,,,11,2000,8,7,2000-06-18,1975-05-08,Argentine,Minardi,Canada,25.114305270362767,1,0.0
3096,165,56,19,7.0,16,13,13,13,0.0,66,,,,,,,13,2000,8,7,2000-06-18,1965-11-10,British,Jaguar,Canada,34.60369609856263,1,0.0
3097,165,23,3,9.0,12,14,14,14,0.0,64,,,,,,,4,2000,8,7,2000-06-18,1975-06-30,German,Williams,Canada,24.969199178644764,1,0.0
3098,165,35,16,22.0,6,15,15,15,0.0,64,,,,,,,4,2000,8,7,2000-06-18,1971-04-09,Canadian,BAR,Canada,29.193702943189596,1,0.0
3099,165,48,18,20.0,20,16,16,16,0.0,64,,,,,,,20,2000,8,7,2000-06-18,1974-03-29,Spanish,Minardi,Canada,26.223134839151268,1,0.0
3100,165,37,21,18.0,9,,R,17,0.0,48,,,,,,,4,2000,8,7,2000-06-18,1971-02-24,Spanish,Arrows,Canada,29.31416837782341,0,0.0
3101,165,63,15,17.0,15,,R,18,0.0,42,,,,,,,10,2000,8,7,2000-06-18,1966-11-30,Finnish,Sauber,Canada,33.549623545516766,0,0.0
3102,165,55,20,14.0,17,,R,19,0.0,38,,,,,,,10,2000,8,7,2000-06-18,1964-06-11,French,Prost,Canada,36.01916495550992,0,0.0
3103,165,2,20,15.0,21,,R,20,0.0,34,,,,,,,5,2000,8,7,2000-06-18,1977-05-10,German,Prost,Canada,23.107460643394933,0,0.0
3104,165,49,17,5.0,5,,R,21,0.0,32,,,,,,,23,2000,8,7,2000-06-18,1967-05-18,German,Jordan,Canada,33.086926762491444,0,0.0
3105,165,65,19,8.0,11,,R,22,0.0,14,,,,,,,6,2000,8,7,2000-06-18,1964-06-25,British,Jaguar,Canada,35.98083504449008,0,0.0
3106,166,14,1,2.0,2,1,1,1,10.0,72,1:38:05.538,5885538.0,,,,,1,2000,9,8,2000-07-02,1971-03-27,British,McLaren,France,29.267624914442163,1,10.0
3107,166,57,1,1.0,4,2,2,2,6.0,72,+14.748,5900286.0,,,,,1,2000,9,8,2000-07-02,1968-09-28,Finnish,McLaren,France,31.759069130732374,1,6.0
3108,166,22,6,4.0,3,3,3,3,4.0,72,+32.409,5917947.0,,,,,1,2000,9,8,2000-07-02,1972-05-23,Brazilian,Ferrari,France,28.109514031485283,1,4.0
3109,166,35,16,22.0,7,4,4,4,3.0,72,+1:01.322,5946860.0,,,,,1,2000,9,8,2000-07-02,1971-04-09,Canadian,BAR,France,29.232032854209447,1,3.0
3110,166,23,3,9.0,5,5,5,5,2.0,72,+1:03.981,5949519.0,,,,,1,2000,9,8,2000-07-02,1975-06-30,German,Williams,France,25.00752908966461,1,2.0
3111,166,15,17,6.0,9,6,6,6,1.0,72,+1:15.605,5961143.0,,,,,1,2000,9,8,2000-07-02,1974-07-13,Italian,Jordan,France,25.971252566735114,1,1.0
3112,166,49,17,5.0,8,7,7,7,0.0,71,,,,,,,11,2000,9,8,2000-07-02,1967-05-18,German,Jordan,France,33.125256673511295,1,0.0
3113,166,18,3,10.0,10,8,8,8,0.0,71,,,,,,,11,2000,9,8,2000-07-02,1980-01-19,British,Williams,France,20.451745379876797,1,0.0
3114,166,21,22,11.0,14,9,9,9,0.0,71,,,,,,,11,2000,9,8,2000-07-02,1973-01-14,Italian,Benetton,France,27.463381245722108,1,0.0
3115,166,63,15,17.0,12,10,10,10,0.0,71,,,,,,,11,2000,9,8,2000-07-02,1966-11-30,Finnish,Sauber,France,33.58795345653662,1,0.0
3116,166,64,15,16.0,15,11,11,11,0.0,71,,,,,,,11,2000,9,8,2000-07-02,1970-05-22,Brazilian,Sauber,France,30.11362080766598,1,0.0
3117,166,2,20,15.0,16,12,12,12,0.0,71,,,,,,,11,2000,9,8,2000-07-02,1977-05-10,German,Prost,France,23.145790554414784,1,0.0
3118,166,56,19,7.0,6,13,13,13,0.0,70,,,,,,,12,2000,9,8,2000-07-02,1965-11-10,British,Jaguar,France,34.64202600958248,1,0.0
3119,166,55,20,14.0,18,14,14,14,0.0,70,,,,,,,12,2000,9,8,2000-07-02,1964-06-11,French,Prost,France,36.05749486652977,1,0.0
3120,166,48,18,20.0,21,15,15,15,0.0,70,,,,,,,12,2000,9,8,2000-07-02,1974-03-29,Spanish,Minardi,France,26.261464750171115,1,0.0
3121,166,30,6,3.0,1,,R,16,0.0,58,,,,,,,5,2000,9,8,2000-07-02,1969-01-03,German,Ferrari,France,31.49349760438056,0,0.0
